session_id,target
148,0.010096
149,0.011743
150,0.031163
151,0.000736
152,0.012680
153,0.004483
154,0.004045
155,0.001368
156,0.002479
157,0.005027
158,0.005067
159,0.000162
160,0.002777
161,0.008373
162,0.000229
163,0.001014
164,0.006506
165,0.000385
166,0.002159
167,0.020713
168,0.011743
169,0.009897
170,0.000987
171,0.012141
172,0.001188
173,0.002540
174,0.001748
175,0.102259
176,0.007456
177,0.016217
178,0.000089
179,0.000908
180,0.005141
181,0.003293
182,0.034708
183,0.002043
184,0.000352
185,0.005669
186,0.001981
187,0.000908
188,0.000141
189,0.009927
190,0.001200
191,0.010720
192,0.002787
193,0.008723
194,0.020963
195,0.005522
196,0.000042
197,0.004653
198,0.010657
199,0.005667
200,0.000455
201,0.000739
202,0.013424
203,0.000126
204,0.005796
205,0.007799
206,0.000035
207,0.003726
208,0.046148
209,0.000196
210,0.005463
211,0.001259
212,0.003363
213,0.001451
214,0.010409
215,0.046625
216,0.007767
217,0.009427
218,0.009897
219,0.008475
220,0.006381
221,0.003326
222,0.001888
223,0.058450
224,0.009897
225,0.005544
226,0.005908
227,0.007946
228,0.002664
229,0.006218
230,0.005828
231,0.001040
232,0.002928
233,0.002811
234,0.005728
235,0.000622
236,0.005217
237,0.010042
238,0.010863
239,0.002777
240,0.010426
241,0.000352
242,0.000020
243,0.000108
244,0.003368
245,0.001175
246,0.001058
247,0.023197
248,0.004771
249,0.000501
250,0.001930
251,0.069519
252,0.004102
253,0.002579
254,0.005544
255,0.010174
256,0.000020
257,0.019867
258,0.008695
259,0.004864
260,0.011296
261,0.000706
262,0.046148
263,0.004534
264,0.011743
265,0.013229
266,0.001933
267,0.000002
268,0.000495
269,0.001527
270,0.001187
271,0.001557
272,0.004571
273,0.001772
274,0.008153
275,0.010628
276,0.000138
277,0.009208
278,0.014436
279,0.001034
280,0.012783
281,0.000317
282,0.012278
283,0.007406
284,0.000250
285,0.003728
286,0.000049
287,0.006428
288,0.000874
289,0.006057
290,0.000345
291,0.044255
292,0.002844
293,0.010896
294,0.000849
295,0.004146
296,0.001198
297,0.010079
298,0.001587
299,0.000713
300,0.005063
301,0.000345
302,0.001197
303,0.000410
304,0.004933
305,0.023045
306,0.001164
307,0.005155
308,0.010922
309,0.010659
310,0.002236
311,0.007383
312,0.010133
313,0.015071
314,0.002047
315,0.002453
316,0.000396
317,0.005185
318,0.003638
319,0.007115
320,0.000294
321,0.011766
322,0.001893
323,0.003973
324,0.003581
325,0.011716
326,0.002436
327,0.000951
328,0.005502
329,0.002777
330,0.000742
331,0.009623
332,0.011926
333,0.201062
334,0.004153
335,0.007669
336,0.010121
337,0.014094
338,0.010029
339,0.001613
340,0.010635
341,0.000804
342,0.004419
343,0.014059
344,0.009386
345,0.007551
346,0.005778
347,0.359224
348,0.000526
349,0.002189
350,0.025093
351,0.002254
352,0.021702
353,0.020556
354,0.007271
355,0.010183
356,0.026489
357,0.001745
358,0.000057
359,0.023197
360,0.001056
361,0.051203
362,0.025463
363,0.017925
364,0.027748
365,0.000025
366,0.000034
367,0.000138
368,0.004399
369,0.007576
370,0.002935
371,0.014099
372,0.001413
373,0.000146
374,0.000088
375,0.002613
376,0.006725
377,0.004240
378,0.000215
379,0.000398
380,0.009591
381,0.007669
382,0.014110
383,0.000304
384,0.005962
385,0.010697
386,0.000638
387,0.003681
388,0.003218
389,0.002038
390,0.000340
391,0.000266
392,0.005354
393,0.014099
394,0.000283
395,0.006416
396,0.002519
397,0.000708
398,0.002591
399,0.000032
400,0.001466
401,0.000010
402,0.001398
403,0.001247
404,0.085394
405,0.003280
406,0.008571
407,0.005279
408,0.000283
409,0.007391
410,0.003918
411,0.001820
412,0.001785
413,0.005315
414,0.000074
415,0.000026
416,0.005480
417,0.014587
418,0.000085
419,0.000517
420,0.007084
421,0.006538
422,0.014099
423,0.000080
424,0.008752
425,0.000055
426,0.169746
427,0.000177
428,0.000016
429,0.041005
430,0.002777
431,0.000352
432,0.029651
433,0.000377
434,0.006928
435,0.002489
436,0.000673
437,0.008920
438,0.013764
439,0.007062
440,0.000006
441,0.003364
442,0.006108
443,0.001494
444,0.002556
445,0.017343
446,0.008032
447,0.001478
448,0.021076
449,0.005852
450,0.004278
451,0.003108
452,0.009615
453,0.002741
454,0.000269
455,0.006236
456,0.000497
457,0.002742
458,0.000883
459,0.009901
460,0.033870
461,0.009591
462,0.000455
463,0.000284
464,0.006535
465,0.008185
466,0.000398
467,0.006382
468,0.000560
469,0.016382
470,0.013513
471,0.021167
472,0.000085
473,0.009897
474,0.000702
475,0.005502
476,0.000087
477,0.005159
478,0.006255
479,0.246864
480,0.001318
481,0.013666
482,0.007342
483,0.009326
484,0.010858
485,0.006097
486,0.000542
487,0.010746
488,0.002870
489,0.008174
490,0.000708
491,0.007366
492,0.009165
493,0.007669
494,0.000906
495,0.001514
496,0.012259
497,0.003023
498,0.001943
499,0.000002
500,0.008204
501,0.040872
502,0.053522
503,0.023494
504,0.006425
505,0.001538
506,0.001201
507,0.008413
508,0.003201
509,0.000562
510,0.006166
511,0.000006
512,0.002899
513,0.000164
514,0.011792
515,0.003883
516,0.007940
517,0.013551
518,0.001493
519,0.012093
520,0.005942
521,0.033040
522,0.039070
523,0.000905
524,0.008928
525,0.051203
526,0.001346
527,0.006555
528,0.005605
529,0.007375
530,0.000177
531,0.004469
532,0.010233
533,0.000057
534,0.009230
535,0.000052
536,0.082020
537,0.006037
538,0.010198
539,0.010897
540,0.000438
541,0.002426
542,0.003524
543,0.007801
544,0.026271
545,0.002580
546,0.006130
547,0.009144
548,0.000175
549,0.005197
550,0.003485
551,0.005010
552,0.016476
553,0.000168
554,0.000305
555,0.000078
556,0.014349
557,0.012403
558,0.003795
559,0.001934
560,0.004671
561,0.001987
562,0.012081
563,0.010657
564,0.008518
565,0.007108
566,0.001101
567,0.000978
568,0.011711
569,0.011630
570,0.001658
571,0.011654
572,0.069519
573,0.000126
574,0.000738
575,0.000057
576,0.002620
577,0.006773
578,0.000112
579,0.001177
580,0.000102
581,0.010639
582,0.000970
583,0.007485
584,0.063356
585,0.000545
586,0.005117
587,0.002608
588,0.008485
589,0.033305
590,0.000112
591,0.000259
592,0.000057
593,0.000057
594,0.000900
595,0.002809
596,0.002705
597,0.004752
598,0.000177
599,0.003791
600,0.006441
601,0.008791
602,0.019796
603,0.000307
604,0.000495
605,0.006760
606,0.004000
607,0.017551
608,0.003404
609,0.005621
610,0.000161
611,0.002007
612,0.025877
613,0.000141
614,0.005809
615,0.002594
616,0.000907
617,0.000261
618,0.001807
619,0.002601
620,0.048609
621,0.007846
622,0.157274
623,0.002586
624,0.000057
625,0.059884
626,0.008098
627,0.000185
628,0.000059
629,0.004673
630,0.000141
631,0.001542
632,0.009425
633,0.023994
634,0.007467
635,0.000126
636,0.022088
637,0.000982
638,0.009897
639,0.000074
640,0.000071
641,0.004820
642,0.010450
643,0.022932
644,0.005754
645,0.082307
646,0.002664
647,0.005479
648,0.000740
649,0.005345
650,0.001320
651,0.006138
652,0.082032
653,0.004963
654,0.000622
655,0.020629
656,0.025449
657,0.000210
658,0.003188
659,0.002241
660,0.003454
661,0.000748
662,0.000071
663,0.000337
664,0.001757
665,0.000159
666,0.004535
667,0.042824
668,0.030511
669,0.001963
670,0.000199
671,0.012623
672,0.032599
673,0.046148
674,0.008801
675,0.011130
676,0.006915
677,0.013229
678,0.019850
679,0.000085
680,0.011427
681,0.003147
682,0.000199
683,0.014099
684,0.039307
685,0.002777
686,0.010341
687,0.002777
688,0.034352
689,0.020405
690,0.012360
691,0.002581
692,0.000352
693,0.007365
694,0.002881
695,0.004230
696,0.000618
697,0.007495
698,0.009897
699,0.008293
700,0.016005
701,0.002749
702,0.001068
703,0.005605
704,0.011925
705,0.009897
706,0.006487
707,0.001449
708,0.004845
709,0.106539
710,0.001124
711,0.003764
712,0.037016
713,0.004196
714,0.002038
715,0.000548
716,0.011057
717,0.005811
718,0.020992
719,0.011630
720,0.000217
721,0.000660
722,0.011743
723,0.026938
724,0.004901
725,0.000168
726,0.003490
727,0.009500
728,0.010958
729,0.015862
730,0.004617
731,0.009154
732,0.003724
733,0.000304
734,0.004766
735,0.011262
736,0.000008
737,0.000625
738,0.004160
739,0.000627
740,0.008199
741,0.008861
742,0.004064
743,0.008834
744,0.000231
745,0.007802
746,0.055132
747,0.001733
748,0.002816
749,0.071870
750,0.014099
751,0.000807
752,0.001358
753,0.003720
754,0.000177
755,0.002073
756,0.017882
757,0.012023
758,0.001581
759,0.001373
760,0.001779
761,0.005820
762,0.010514
763,0.005124
764,0.005338
765,0.014321
766,0.000186
767,0.005136
768,0.003669
769,0.001190
770,0.031348
771,0.013100
772,0.002578
773,0.011743
774,0.006833
775,0.005765
776,0.043555
777,0.019856
778,0.001847
779,0.000210
780,0.010855
781,0.030366
782,0.013988
783,0.009391
784,0.007960
785,0.002932
786,0.003810
787,0.006830
788,0.001987
789,0.003285
790,0.005298
791,0.009030
792,0.011857
793,0.007632
794,0.006326
795,0.006124
796,0.000213
797,0.012188
798,0.000155
799,0.000067
800,0.008023
801,0.000268
802,0.009208
803,0.000865
804,0.009430
805,0.006604
806,0.000001
807,0.000849
808,0.000082
809,0.324948
810,0.003658
811,0.000050
812,0.004009
813,0.003988
814,0.012254
815,0.025367
816,0.006603
817,0.008119
818,0.012881
819,0.002191
820,0.011536
821,0.031163
822,0.014987
823,0.046148
824,0.007766
825,0.011743
826,0.001292
827,0.007065
828,0.009897
829,0.011630
830,0.009605
831,0.009146
832,0.001797
833,0.007582
834,0.002107
835,0.006038
836,0.000250
837,0.009685
838,0.000309
839,0.002184
840,0.001857
841,0.001087
842,0.004620
843,0.010564
844,0.011970
845,0.010550
846,0.000345
847,0.000670
848,0.001138
849,0.006939
850,0.001373
851,0.000089
852,0.003065
853,0.014099
854,0.000701
855,0.002389
856,0.001236
857,0.002777
858,0.006342
859,0.011705
860,0.003005
861,0.011631
862,0.000390
863,0.001205
864,0.011530
865,0.008929
866,0.002900
867,0.010124
868,0.009325
869,0.000112
870,0.001552
871,0.001584
872,0.003849
873,0.000220
874,0.006800
875,0.002878
876,0.017296
877,0.021594
878,0.011666
879,0.001477
880,0.042573
881,0.006719
882,0.011134
883,0.065155
884,0.011470
885,0.002487
886,0.000680
887,0.001718
888,0.000781
889,0.000293
890,0.000112
891,0.002320
892,0.005146
893,0.002777
894,0.008847
895,0.003285
896,0.033374
897,0.000304
898,0.058851
899,0.001057
900,0.002353
901,0.005404
902,0.000620
903,0.007159
904,0.001892
905,0.069519
906,0.000162
907,0.011354
908,0.004817
909,0.001640
910,0.000638
911,0.000752
912,0.000165
913,0.000690
914,0.011520
915,0.005384
916,0.002386
917,0.000549
918,0.003477
919,0.000057
920,0.022171
921,0.007237
922,0.001129
923,0.003079
924,0.000159
925,0.004255
926,0.000057
927,0.011945
928,0.004201
929,0.007151
930,0.193791
931,0.009897
932,0.069519
933,0.002777
934,0.001091
935,0.000537
936,0.009865
937,0.000057
938,0.008645
939,0.010365
940,0.001084
941,0.000033
942,0.000785
943,0.003832
944,0.008837
945,0.037725
946,0.000835
947,0.000468
948,0.000015
949,0.001707
950,0.000236
951,0.002462
952,0.000822
953,0.000822
954,0.016504
955,0.000398
956,0.000141
957,0.000057
958,0.009547
959,0.090159
960,0.000115
961,0.000155
962,0.013639
963,0.000099
964,0.007504
965,0.000245
966,0.009011
967,0.000079
968,0.012640
969,0.000011
970,0.002617
971,0.001174
972,0.005265
973,0.014356
974,0.011706
975,0.009804
976,0.004290
977,0.003204
978,0.000283
979,0.010691
980,0.000032
981,0.000561
982,0.003609
983,0.008793
984,0.003526
985,0.004730
986,0.008986
987,0.005142
988,0.001980
989,0.043269
990,0.000577
991,0.004512
992,0.009732
993,0.000189
994,0.000283
995,0.001466
996,0.000429
997,0.048836
998,0.008177
999,0.005363
1000,0.034789
1001,0.004044
1002,0.075092
1003,0.000176
1004,0.002155
1005,0.013881
1006,0.012130
1007,0.001623
1008,0.031365
1009,0.005806
1010,0.002479
1011,0.004839
1012,0.000173
1013,0.015095
1014,0.015222
1015,0.000483
1016,0.035289
1017,0.007544
1018,0.000116
1019,0.002291
1020,0.002231
1021,0.000846
1022,0.005639
1023,0.000158
1024,0.000112
1025,0.032546
1026,0.014099
1027,0.004611
1028,0.000089
1029,0.003563
1030,0.046148
1031,0.002371
1032,0.003573
1033,0.000104
1034,0.058879
1035,0.000233
1036,0.013119
1037,0.000899
1038,0.009723
1039,0.000824
1040,0.004689
1041,0.011841
1042,0.003658
1043,0.001138
1044,0.001899
1045,0.002107
1046,0.001132
1047,0.000046
1048,0.069519
1049,0.003548
1050,0.004843
1051,0.007394
1052,0.001976
1053,0.000239
1054,0.013244
1055,0.011239
1056,0.000558
1057,0.000528
1058,0.003354
1059,0.000975
1060,0.036278
1061,0.004483
1062,0.009755
1063,0.004851
1064,0.000734
1065,0.000069
1066,0.005881
1067,0.002076
1068,0.008225
1069,0.001489
1070,0.000095
1071,0.032705
1072,0.007099
1073,0.002680
1074,0.001713
1075,0.015544
1076,0.008029
1077,0.010240
1078,0.000089
1079,0.000749
1080,0.035533
1081,0.000171
1082,0.016739
1083,0.000105
1084,0.000352
1085,0.005900
1086,0.008490
1087,0.009544
1088,0.001194
1089,0.002213
1090,0.000210
1091,0.003728
1092,0.005931
1093,0.017507
1094,0.007673
1095,0.004759
1096,0.001120
1097,0.007590
1098,0.000204
1099,0.023121
1100,0.005999
1101,0.006374
1102,0.000936
1103,0.000807
1104,0.011235
1105,0.006348
1106,0.002278
1107,0.029280
1108,0.012141
1109,0.000063
1110,0.001979
1111,0.003643
1112,0.001817
1113,0.006504
1114,0.004021
1115,0.000345
1116,0.000753
1117,0.007500
1118,0.005650
1119,0.012518
1120,0.000345
1121,0.000345
1122,0.005353
1123,0.034445
1124,0.003427
1125,0.006260
1126,0.004345
1127,0.002633
1128,0.094686
1129,0.001211
1130,0.000048
1131,0.017004
1132,0.009510
1133,0.005763
1134,0.000057
1135,0.001238
1136,0.001773
1137,0.005322
1138,0.200707
1139,0.002487
1140,0.000345
1141,0.003832
1142,0.007011
1143,0.009286
1144,0.000849
1145,0.003988
1146,0.003402
1147,0.024437
1148,0.000121
1149,0.006818
1150,0.014548
1151,0.001262
1152,0.006056
1153,0.004402
1154,0.000814
1155,0.004470
1156,0.003832
1157,0.051023
1158,0.011857
1159,0.001349
1160,0.004784
1161,0.007275
1162,0.000185
1163,0.073340
1164,0.007496
1165,0.000199
1166,0.014579
1167,0.001929
1168,0.001703
1169,0.003895
1170,0.000907
1171,0.004766
1172,0.005129
1173,0.014076
1174,0.000161
1175,0.012234
1176,0.001025
1177,0.001290
1178,0.008928
1179,0.014099
1180,0.004726
1181,0.014669
1182,0.007662
1183,0.009568
1184,0.001297
1185,0.001784
1186,0.012737
1187,0.005410
1188,0.000177
1189,0.000054
1190,0.006341
1191,0.002777
1192,0.000158
1193,0.005910
1194,0.004021
1195,0.002989
1196,0.001815
1197,0.006704
1198,0.005489
1199,0.000043
1200,0.030664
1201,0.000147
1202,0.004304
1203,0.000057
1204,0.006215
1205,0.000398
1206,0.001574
1207,0.000248
1208,0.003613
1209,0.005073
1210,0.004313
1211,0.000405
1212,0.000182
1213,0.003473
1214,0.010933
1215,0.000436
1216,0.001997
1217,0.000424
1218,0.000103
1219,0.007053
1220,0.000495
1221,0.000006
1222,0.000261
1223,0.000057
1224,0.006226
1225,0.006157
1226,0.001719
1227,0.000345
1228,0.005214
1229,0.001562
1230,0.020207
1231,0.010611
1232,0.008647
1233,0.007669
1234,0.029542
1235,0.002479
1236,0.010747
1237,0.000348
1238,0.012703
1239,0.001451
1240,0.000079
1241,0.011320
1242,0.011630
1243,0.001665
1244,0.000005
1245,0.000068
1246,0.009079
1247,0.003594
1248,0.002149
1249,0.000057
1250,0.001946
1251,0.001981
1252,0.008986
1253,0.110422
1254,0.001129
1255,0.000558
1256,0.000435
1257,0.014099
1258,0.004836
1259,0.008509
1260,0.023064
1261,0.000899
1262,0.003890
1263,0.006258
1264,0.003262
1265,0.002777
1266,0.004748
1267,0.000177
1268,0.000039
1269,0.001865
1270,0.046148
1271,0.002479
1272,0.002006
1273,0.007507
1274,0.000224
1275,0.009317
1276,0.008470
1277,0.003299
1278,0.003511
1279,0.005437
1280,0.000144
1281,0.000822
1282,0.001297
1283,0.000322
1284,0.000837
1285,0.000421
1286,0.005003
1287,0.001418
1288,0.000828
1289,0.012881
1290,0.000186
1291,0.007299
1292,0.005331
1293,0.014099
1294,0.000591
1295,0.007753
1296,0.000617
1297,0.666666
1298,0.005501
1299,0.004219
1300,0.005876
1301,0.002479
1302,0.001406
1303,0.004258
1304,0.000213
1305,0.002276
1306,0.018900
1307,0.008372
1308,0.010036
1309,0.001130
1310,0.001991
1311,0.007914
1312,0.010314
1313,0.006550
1314,0.000913
1315,0.000922
1316,0.030166
1317,0.013951
1318,0.034112
1319,0.009638
1320,0.001115
1321,0.006762
1322,0.003810
1323,0.000117
1324,0.005291
1325,0.002683
1326,0.008086
1327,0.000947
1328,0.120379
1329,0.002184
1330,0.001322
1331,0.000283
1332,0.004895
1333,0.007503
1334,0.023197
1335,0.029670
1336,0.008465
1337,0.009897
1338,0.000878
1339,0.000071
1340,0.014504
1341,0.000791
1342,0.006044
1343,0.000231
1344,0.000153
1345,0.007691
1346,0.000155
1347,0.008080
1348,0.000856
1349,0.001741
1350,0.005420
1351,0.000639
1352,0.011166
1353,0.000345
1354,0.007260
1355,0.009194
1356,0.001601
1357,0.000385
1358,0.013062
1359,0.006140
1360,0.001535
1361,0.072733
1362,0.013239
1363,0.000677
1364,0.009045
1365,0.002777
1366,0.004134
1367,0.007374
1368,0.015992
1369,0.007037
1370,0.009212
1371,0.015320
1372,0.000177
1373,0.001685
1374,0.009208
1375,0.004021
1376,0.004392
1377,0.004136
1378,0.019617
1379,0.008905
1380,0.006360
1381,0.002777
1382,0.005190
1383,0.001204
1384,0.004233
1385,0.005316
1386,0.009084
1387,0.005129
1388,0.002333
1389,0.005424
1390,0.000840
1391,0.007797
1392,0.008809
1393,0.049570
1394,0.000753
1395,0.000881
1396,0.587878
1397,0.008098
1398,0.031492
1399,0.001517
1400,0.002713
1401,0.003890
1402,0.000584
1403,0.029943
1404,0.000804
1405,0.000774
1406,0.006444
1407,0.013735
1408,0.002818
1409,0.007688
1410,0.001649
1411,0.002021
1412,0.004975
1413,0.009913
1414,0.017442
1415,0.000283
1416,0.008586
1417,0.004671
1418,0.002492
1419,0.002558
1420,0.010813
1421,0.000231
1422,0.015632
1423,0.012707
1424,0.003885
1425,0.004607
1426,0.000905
1427,0.007495
1428,0.001991
1429,0.005378
1430,0.009897
1431,0.000136
1432,0.000325
1433,0.000105
1434,0.002184
1435,0.010089
1436,0.001944
1437,0.001091
1438,0.003416
1439,0.000136
1440,0.011743
1441,0.000197
1442,0.007048
1443,0.004166
1444,0.004834
1445,0.000345
1446,0.009425
1447,0.000189
1448,0.007110
1449,0.005204
1450,0.000098
1451,0.004879
1452,0.001740
1453,0.003532
1454,0.001378
1455,0.007416
1456,0.000171
1457,0.001330
1458,0.010109
1459,0.004021
1460,0.000270
1461,0.007072
1462,0.000103
1463,0.005984
1464,0.002184
1465,0.000231
1466,0.021990
1467,0.002945
1468,0.008731
1469,0.112565
1470,0.000283
1471,0.002479
1472,0.000200
1473,0.000011
1474,0.000073
1475,0.002777
1476,0.012076
1477,0.000208
1478,0.000557
1479,0.002998
1480,0.017888
1481,0.013869
1482,0.022932
1483,0.001989
1484,0.002920
1485,0.003705
1486,0.002777
1487,0.000398
1488,0.003456
1489,0.004749
1490,0.230237
1491,0.013176
1492,0.001233
1493,0.001239
1494,0.022326
1495,0.001956
1496,0.014099
1497,0.000551
1498,0.000520
1499,0.003542
1500,0.027563
1501,0.004743
1502,0.000185
1503,0.006334
1504,0.025463
1505,0.012129
1506,0.044255
1507,0.000009
1508,0.000482
1509,0.000283
1510,0.000378
1511,0.000314
1512,0.006291
1513,0.000711
1514,0.000416
1515,0.003955
1516,0.005316
1517,0.009685
1518,0.015348
1519,0.008871
1520,0.006291
1521,0.001069
1522,0.005271
1523,0.002507
1524,0.008791
1525,0.003547
1526,0.017768
1527,0.000141
1528,0.001707
1529,0.005618
1530,0.000340
1531,0.000906
1532,0.000305
1533,0.005280
1534,0.022109
1535,0.001855
1536,0.000057
1537,0.014099
1538,0.003304
1539,0.071884
1540,0.005490
1541,0.000141
1542,0.000682
1543,0.005464
1544,0.012987
1545,0.009838
1546,0.002549
1547,0.000117
1548,0.014599
1549,0.001781
1550,0.013836
1551,0.000541
1552,0.023197
1553,0.000115
1554,0.005072
1555,0.011195
1556,0.000189
1557,0.002035
1558,0.000248
1559,0.019706
1560,0.008622
1561,0.012665
1562,0.016974
1563,0.002269
1564,0.000186
1565,0.014184
1566,0.000543
1567,0.001225
1568,0.000057
1569,0.001081
1570,0.108283
1571,0.003832
1572,0.000098
1573,0.002479
1574,0.007746
1575,0.009199
1576,0.000153
1577,0.006740
1578,0.011630
1579,0.000559
1580,0.006944
1581,0.001405
1582,0.002286
1583,0.006308
1584,0.003721
1585,0.000917
1586,0.000072
1587,0.022932
1588,0.000126
1589,0.023524
1590,0.008664
1591,0.002198
1592,0.015504
1593,0.000556
1594,0.022932
1595,0.008235
1596,0.016732
1597,0.004284
1598,0.003250
1599,0.008953
1600,0.007316
1601,0.014799
1602,0.001560
1603,0.000333
1604,0.000133
1605,0.000017
1606,0.014099
1607,0.004419
1608,0.000103
1609,0.001718
1610,0.004512
1611,0.006418
1612,0.002733
1613,0.004866
1614,0.012177
1615,0.002243
1616,0.000329
1617,0.005739
1618,0.003640
1619,0.010691
1620,0.001612
1621,0.000558
1622,0.083640
1623,0.007934
1624,0.004463
1625,0.004177
1626,0.008539
1627,0.000345
1628,0.000141
1629,0.001112
1630,0.018108
1631,0.006129
1632,0.009371
1633,0.002714
1634,0.000892
1635,0.002424
1636,0.008669
1637,0.010186
1638,0.001328
1639,0.011274
1640,0.000057
1641,0.003346
1642,0.026386
1643,0.000097
1644,0.007669
1645,0.013530
1646,0.009768
1647,0.011341
1648,0.000223
1649,0.014386
1650,0.001173
1651,0.006147
1652,0.006212
1653,0.001636
1654,0.000484
1655,0.005910
1656,0.001008
1657,0.002972
1658,0.000080
1659,0.000398
1660,0.001560
1661,0.002649
1662,0.012093
1663,0.041866
1664,0.013750
1665,0.006567
1666,0.015122
1667,0.001829
1668,0.001270
1669,0.003467
1670,0.002793
1671,0.005911
1672,0.023428
1673,0.000042
1674,0.008740
1675,0.001410
1676,0.007936
1677,0.001560
1678,0.004599
1679,0.008572
1680,0.003224
1681,0.009897
1682,0.000137
1683,0.031960
1684,0.016601
1685,0.012381
1686,0.003045
1687,0.152512
1688,0.014099
1689,0.003912
1690,0.038693
1691,0.000090
1692,0.006618
1693,0.000174
1694,0.016579
1695,0.002495
1696,0.003832
1697,0.000816
1698,0.000895
1699,0.045391
1700,0.000915
1701,0.009897
1702,0.005338
1703,0.001445
1704,0.000045
1705,0.127187
1706,0.007379
1707,0.009664
1708,0.000508
1709,0.000604
1710,0.009308
1711,0.000438
1712,0.006346
1713,0.000175
1714,0.000268
1715,0.000065
1716,0.011407
1717,0.001480
1718,0.006623
1719,0.000625
1720,0.001774
1721,0.009258
1722,0.000175
1723,0.000017
1724,0.000542
1725,0.000066
1726,0.000057
1727,0.013511
1728,0.011630
1729,0.001257
1730,0.010644
1731,0.000714
1732,0.000186
1733,0.008174
1734,0.000826
1735,0.032281
1736,0.000482
1737,0.005907
1738,0.000422
1739,0.003694
1740,0.007495
1741,0.006804
1742,0.009255
1743,0.006600
1744,0.002777
1745,0.012002
1746,0.000007
1747,0.003230
1748,0.002638
1749,0.007759
1750,0.008928
1751,0.000210
1752,0.003893
1753,0.000003
1754,0.002005
1755,0.000126
1756,0.008788
1757,0.034111
1758,0.001006
1759,0.005046
1760,0.031163
1761,0.001991
1762,0.004462
1763,0.005239
1764,0.046148
1765,0.007343
1766,0.000112
1767,0.000177
1768,0.001083
1769,0.000491
1770,0.013415
1771,0.002502
1772,0.014931
1773,0.004294
1774,0.008272
1775,0.008515
1776,0.003398
1777,0.001858
1778,0.013332
1779,0.000907
1780,0.003567
1781,0.004817
1782,0.007831
1783,0.011630
1784,0.000177
1785,0.000649
1786,0.010028
1787,0.014551
1788,0.012864
1789,0.000070
1790,0.001733
1791,0.000057
1792,0.001135
1793,0.000226
1794,0.000274
1795,0.002662
1796,0.011879
1797,0.005079
1798,0.008622
1799,0.000622
1800,0.009383
1801,0.000057
1802,0.004605
1803,0.066937
1804,0.003981
1805,0.000143
1806,0.001411
1807,0.003188
1808,0.003141
1809,0.009878
1810,0.003033
1811,0.007257
1812,0.000260
1813,0.003676
1814,0.008180
1815,0.001148
1816,0.063469
1817,0.000766
1818,0.006534
1819,0.000824
1820,0.107156
1821,0.000924
1822,0.000722
1823,0.034708
1824,0.000345
1825,0.001164
1826,0.013920
1827,0.007831
1828,0.002469
1829,0.006818
1830,0.013448
1831,0.000707
1832,0.001413
1833,0.032229
1834,0.008928
1835,0.001914
1836,0.021603
1837,0.011630
1838,0.000126
1839,0.005158
1840,0.070766
1841,0.000779
1842,0.000580
1843,0.020602
1844,0.004353
1845,0.003622
1846,0.000105
1847,0.001148
1848,0.003156
1849,0.027763
1850,0.044422
1851,0.001171
1852,0.009922
1853,0.000254
1854,0.000050
1855,0.007471
1856,0.002567
1857,0.000612
1858,0.035925
1859,0.011438
1860,0.007710
1861,0.010238
1862,0.003906
1863,0.000112
1864,0.006853
1865,0.009897
1866,0.004272
1867,0.007115
1868,0.026336
1869,0.007075
1870,0.003276
1871,0.007199
1872,0.031163
1873,0.002777
